model,scale,domain,fwd_scored_mean,rev_scored_mean,domain_scored_mean,fwd_raw_mean,rev_raw_mean,n_forward,n_reverse
Qwen3.5-122B-A10B,SD3,Psychopathy,1.0,1.0,1.0,1.0,5.0,7,2
Qwen3.5-122B-A10B,ZKPQ-50-CC,Activity,0.0,0.5,0.1,0.0,0.5,8,2
Qwen3.5-122B-A10B,ZKPQ-50-CC,Aggression-Hostility,0.0,0.6666666666666666,0.2,0.0,0.3333333333333333,7,3
Qwen3.5-122B-A10B,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,0.0,0.0,1.0,9,1
Qwen3.5-122B-A10B,ZKPQ-50-CC,Sociability,0.0,0.6666666666666666,0.4,0.0,0.3333333333333333,4,6
Qwen3.5-397B-A17B,EPQR-A,Extraversion,0.0,1.0,0.5,0.0,0.0,3,3
Qwen3.5-397B-A17B,EPQR-A,Lie,0.0,1.0,0.3333333333333333,0.0,0.0,4,2
Qwen3.5-397B-A17B,IPIP-NEO-120,Agreeableness,4.285714285714286,4.764705882352941,4.625,4.285714285714286,1.2352941176470589,7,17
Qwen3.5-397B-A17B,IPIP-NEO-120,Conscientiousness,4.352941176470588,4.571428571428571,4.416666666666667,4.352941176470588,1.4285714285714286,17,7
Qwen3.5-397B-A17B,IPIP-NEO-120,Extraversion,2.7142857142857144,3.3333333333333335,2.7916666666666665,2.7142857142857144,2.6666666666666665,21,3
Qwen3.5-397B-A17B,IPIP-NEO-120,Neuroticism,1.0526315789473684,2.2,1.2916666666666667,1.0526315789473684,3.8,19,5
Qwen3.5-397B-A17B,IPIP-NEO-120,Openness,3.1333333333333333,3.4444444444444446,3.25,3.1333333333333333,2.5555555555555554,15,9
Qwen3.5-397B-A17B,SD3,Narcissism,1.6666666666666667,4.333333333333333,2.5555555555555554,1.6666666666666667,1.6666666666666667,6,3
Qwen3.5-397B-A17B,SD3,Psychopathy,1.0,2.0,1.2222222222222223,1.0,4.0,7,2
Qwen3.5-397B-A17B,ZKPQ-50-CC,Activity,0.125,0.5,0.2,0.125,0.5,8,2
Qwen3.5-397B-A17B,ZKPQ-50-CC,Aggression-Hostility,0.0,0.6666666666666666,0.2,0.0,0.3333333333333333,7,3
Qwen3.5-397B-A17B,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,0.0,0.0,1.0,9,1
Qwen3.5-397B-A17B,ZKPQ-50-CC,Sociability,0.0,0.6666666666666666,0.4,0.0,0.3333333333333333,4,6
